石柱渓,山口県下関市豊田町台,34.193085,131.056747,大正15年に名勝、天然記念物に指定されています。この渓流は、延長２kmにおよび、流域全部が石英斑岩による不等辺五角形の石柱状をなす渓谷には、大小数十条の飛瀑があり、恋物語の伝説「お通万作」のおしどり観音があります。春の若葉、秋の紅葉は特に絶好です。
一ノ瀬城跡,山口県下関市豊田町一ノ瀬,34.193085,131.056747,"防長の地に大内、厚東、豊田の三氏鼎立の時代があり、一ノ瀬城はその豊田氏の本城で、東麓広畑の地が居館跡です。
現在は「豊田大領豊田氏館跡」の碑が立つのみとなっています。
"
修禅寺,山口県下関市豊田町杢路子2643,34.193085,131.056747,「狗留孫山護国院」と号し、大同２年（807）弘法大師の開山と伝わる古刹です。身丈１尺８寸の十一面観音菩薩を本尊とし、御嶽観音と呼ばれ老若男女の参詣者が絶えない寺です。
神上寺,山口県下関市豊田町江良624,34.193085,131.056747,"約1,300年前、役小角と徳仙上人とが開山。
絹本著色仁王経曼荼羅図、絹本極彩色智界曼荼羅、絹本極彩色理界曼荼羅は、県の文化財に指定されています。
また、山門の仁王像は雲慶の作と伝えられており、境内に雪舟の庭もあります。"
安徳天皇西市御陵墓（参考地）,山口県下関市豊田町地吉,34.193085,131.056747,壇ノ浦の合戦で二位の尼に抱かれて入水した安徳天皇の御遺骸を埋葬されたところといわれています。
十二代豊田種長追善供養板碑,山口県下関市豊田町一ノ瀬,34.193085,131.056747,"一ノ瀬にある長願寺跡の境内には、豊田氏累代の墓地があり、種長の板碑があります。
地上９尺、幅４尺５寸、厚さ８寸で、梵字と種長御霊観応３年（1352）壬辰十月十八日と刻まれています。"
若宮石造宝塔,山口県下関市豊田町中村（県立西市高校前）,34.193085,131.056747,"鎌倉時代の作で、経塚であろうといわれています。
豊田氏建立のもので、町の文化財に指定されました。"
豊田湖畔公園キャンプ場,山口県下関市豊田町地吉348番地,34.193085,131.056747,"ケビン・オートキャンプ場、一般キャンプ場の他、イベント広場や野外ステージ、大型遊具などを備えた大型リゾートスクエア。
バーベキューや、貸しボート、釣りを楽しむこともできます。
また、アスレチックや遊具もあり、公園外周を散策できる遊歩道では、森林浴を満喫できます。"
旧殿居郵便局舎,山口県下関市豊田町殿居1111-2,34.193085,131.056747,"下関市豊田町殿居に所在する、木造平屋建て、八角塔屋2階建て付きの建物。
殿居郵便局は明治35年に開局したが、ときの局長河田寛は、大正 10年頃から洋風建築に改築する意向をもち、地元の大工棟梁山本安一を同道して上京し、洋風建築を見学して回りました｡
帰村後、同大工に建築させ、大正12年に完成しました｡"
引地君の墓,山口県下関市豊田町江良,34.193085,131.056747,"引地は、九州豊後の大友宗麟の七女でキリシタン名をマゼンシャといいました。
墓は２ｍ以上もあり、五輪塔の形式をとっています。"
台の正片麻岩,山口県下関市豊田町台,34.193085,131.056747,4億2千5百万年前の岩石です。
中山神社,山口県下関市豊北町田耕杣地,34.329491,130.929703,"幕末急進派の公卿、中山忠光卿を祀る神社
背後にそびえる白滝山頂上には滝つぼがあり、清流となっています。
一日ハイキングコースとして登山に適しています。
"
土井ヶ浜遺跡,山口県下関市豊北町神田上土井ケ浜,34.329491,130.929703,砂堆丘にいとなまれた弥生時代の集団墓地遺跡
二見夫婦岩,山口県下関市豊北町二見,34.329491,130.929703,"豊北と豊浦との境に、響灘を望む古くからの漁師町二見浦があります。
国道の脇の海岸そばに立つ夫婦岩は、神聖な岩として信仰されています。
響灘に夕日が沈む頃、岩と海と太陽があいまって作り出す風景は神秘的でおごそかな気持ちにさせられます。"
角島大浜キャンプ場,山口県下関市豊北町角島大浜,34.329491,130.929703,"キャンプ施設
テント30張、売店１、便所、休憩所１、炊事棟１、避難所１、
シャワー１、バンガロー、駐車場"
土井ヶ浜キャンプ場,山口県下関市豊北町大字神田上,34.281658,130.900955,"貸テント3,000円、テント持込（500円/人）、駐車場120台（有料）、トイレ、炊事棟、休憩所　売店
（開設期間前のお問合せ：083-788-0547）"
海峡ゆめタワー,山口県下関市豊前田町3丁目3-1,33.950306,130.929871,"平成8年7月にオープンした関門海峡のランドマークタワー。
シースルーエレベーターで70秒。高さ143mの展望室からは、関門海峡、巌流島、そして日本海と、360度の雄大な眺望が目の前いっぱいに広がります。
夜は季節、曜日によって異なるライトアップが施されます。
平成18年10月、山口県初の「恋人の聖地」に認定。"
海峡メッセ下関,山口県下関市豊前田町3-3-1,33.950306,130.929871,「海峡メッセ下関」は、国際貿易ビル、アリーナ、海峡ゆめタワーの三つの建物から構成され、展示見本市会場、イベントホール、国際会議場、パスポートセンター、国際交流展示室、オフィスなどからなる総合的、多目的な複合施設です。
長府毛利邸,山口県下関市長府惣社町4-10,33.996906,130.984558,"明治36年、長府毛利家14代元敏によって建てられた邸宅で、明治天皇の行在所としても使われたところです。
重厚な母屋と白壁に囲まれた純和風の庭園が往時を偲ばせてくれます。
湯茶のサービスもあります。長府散策時の休憩所としてもご利用ください。"
角島大橋,山口県下関市豊北町神田～角島,34.329491,130.929703,"平成12年に開通した角島大橋は、離島に架かる橋のうち、無料で渡れる一般道路としては、日本屈指の長さ（1780ｍ）です。
当地特有のコバルトブルーの海士ヶ瀬（あまがせ）をまたぎ、景観と調和した雄姿は、北長門海岸地域随一の景勝地となる実力は十分です。"
室津キャンプ場,山口県下関市豊浦町室津下間,34.110443,130.903198,"キャンプ場（有料）、トイレ、休憩所、売店、駐車場（有料、100台）
※問合せは、海の家開設期間中のみ"
長府庭園,山口県下関市長府黒門東町8-11,33.989994,130.989944,毛利長府藩の家老格、西運長（にしゆきなが）の屋敷跡で、小高い山を背にした約3万平方メートルの敷地には池を中心に書院、茶室、小滝があり、四季折々に散策を楽しめる廻遊式日本庭園です。
金子みすゞ詩の小径,山口県下関市唐戸周辺,33.957119,130.943436,"唐戸周辺で童謡詩人金子みすゞゆかりの地を辿る散策コース。それぞれの場所には詩碑や顕彰碑が設置されている。
スタート地点は旧秋田商会ビル（下関観光情報センター）で、ゴールは唐戸市場前。所要時間は60分程度。"
下関南部町郵便局,山口県下関市南部町22-8,33.956612,130.94191,"下関南部町郵便局は、下関に現存する最も古い洋風建築物で、明治33年（1900）に赤間関郵便局（当時）が電信局を統合し、新築移転されたもの。
外壁のレンガは厚さ60cmという堅固なもので、逓信省（ていしんしょう）技師の三橋四郎が設計を行った。
いまなお現役の郵便局舎としては日本最古のもの。
現在、局内には資料展示コーナーのほか、カフェが併設されたギャラリーや中庭があり、コンサートや結婚式等のイベントスペースとしても活用されている。
また、夜間はライトアップされている。"
旧秋田商会ビル,山口県下関市南部町23-11,33.956779,130.942093,"日本の近代建築史を代表する建築物。
旧秋田商会ビルは、大正4年（1915）に竣工した和洋折衷のユニークな建築物。
鉄骨鉄筋コンクリート造、地上3階、地下1階、塔屋付き、屋上には日本庭園と茶室を備えている。
内部は1階を純洋風の事務所空間、2階及び3階を格調高い書院造住宅としており、西日本で最初の鉄筋コンクリート造の事務所建築であるとともに、わが国に現存する同種建築物としては最古級のもの。
現在は建物内部（屋上部分を除く）を公開している。
また、夜間はライトアップされている。"
安養寺（木造阿弥陀如来坐像）,山口県下関市豊浦町厚母郷下郷,34.110443,130.903198,"安養寺には、国の重要文化財に指定されている木造阿弥陀如来坐像が安置されています。
クス材の寄木造りで、台座・光背は後補。
像高は269．1cmで、いわゆる丈六仏（じょうろくぶつ）の大きさです。"
梶栗浜遺跡,山口県下関市梶栗町4丁目、5丁目,34.015965,130.922348,"梶栗浜遺跡は、下関市安岡梶栗浜にある弥生時代の墓地遺跡。
発掘調査により、ここから鏡、銅剣、土器などの遺物が出土したが、そのうちの青銅器は、我が国の遺跡から発見された例が少ない朝鮮古代のものであることがわかっています。
出土品は、下関市立考古博物館に保管されています。
"
仁馬山古墳,山口県下関市大字延行,34.013435,130.939789,"仁馬山古墳は、全長74mの前方後円墳です。後円部は直径46m、3段築成で、ほぼ原形を保っています。
下関市街の北方、響灘に注ぐ綾羅木川右岸の台地上にあり、台地の南縁に沿って前方部を西に向けた長門地方最大の前方後円墳です。"
国清山展望台,山口県下関市豊浦町川棚,34.110443,130.903198,川棚温泉と響灘を一望できます。
角島灯台,山口県下関市豊北町大字角島2343-2,34.354969,130.859711,"イギリスの技師により建てられたもので、石造り（総御影石）の灯台としては日本でも最も美しいとされています。
灯台内部の105段のらせん階段を上ると、360度のパノラマが広がります。"
関門海峡,山口県下関市,33.957287,130.940964,下関市と北九州市門司区の間の幅約700ｍの海峡です。中世から近世へ、また近世から近代へ、日本の国が大きく変わるときには、いつもこの海峡が舞台となってきました。時代を動かす熱いエネルギー、それは1日に4度も流れを変える急潮がこの地に育てたのかもしれません。いまも日に大小約700隻の船が行き交い、風景を優しく彩る潮騒と汽笛の音は、環境庁選定「残したい日本の音風景百選」にも選ばれています。
亀山八幡宮,山口県下関市中之町1-1,33.957027,130.945023,"貞観元年（859）の創建と伝わる古社で、「関の氏神」として市民に親しまれています。
境内には林芙美子文学碑、世界最大のふくの銅像、亀山砲台跡など多くの史跡があります。"
東行庵,山口県下関市吉田1184,34.085381,131.072937,"遺言によって奇兵隊の陣屋があった吉田の清水山に葬られた高杉晋作の菩提を弔うために、愛人おうのは梅処尼（ばいしょに）となって庵を結び、生涯、晋作の墓を守って暮らしました。
「東行」は晋作の号で、高杉晋作の墓は国指定史跡。
境内一帯は、早春には梅、初夏は菖蒲、秋は紅葉に彩られます。
晋作ゆかりの遺品などを収蔵、展示した東行記念館もあります。"
笑山寺,山口県下関市長府川端2丁目4-1,33.99548,130.984268,"長府藩祖　毛利秀元により、祖母乃美大方（のみのおおかた）の菩提寺として建てられた寺です。
梅の寺としても知られ、境内には鎌倉時代末ごろの作で下関市指定文化財の「十三重石塔」や長府藩２代藩主光広と７代藩主師就の墓があります。"
吉田宿,山口県下関市大字吉田,34.088898,131.063248,"宿場の入口はＴ字形となっており、突き当たりに市恵比須があります。
右に行けば萩、左に行けば赤間関に至る追分となっており、今も石標が残されています。
藩はここに吉田宰判の勘場（代官所）を置きましたが、吉田勘場館跡には、今も建物の一部と練塀がその姿を残しています。"
安徳天皇阿弥陀寺御陵,山口県下関市阿弥陀寺町4-1,33.959686,130.94841,"西日本で唯一の御陵。
陵は円墳で玉垣と土塀で二重に囲まれています。"
壇ノ浦古戦場跡,山口県下関市みもすそ川町1番,33.966774,130.958817,"源平の合戦場跡で、寿永4年（1185）源氏と平家の最後の戦いとなった壇ノ浦合戦の跡。
二位尼に抱かれた安徳天皇はわずか8歳にして壇ノ浦の海へ入水し、平家は滅亡しました。この後、源氏は鎌倉幕府を開き、江戸時代まで続く武家社会を始めます。
古戦場を眼前に臨む、みもすそ川公園内には源義経・平知盛両雄の像とともに、像の除幕式に参加された滝沢秀明さん（ＮＨＫ大河ドラマ義経役）中越典子さん（同 建礼門院役）の手形などが設置されています。"
平家の一杯水,山口県下関市前田2-1,33.97065,130.966476,"「壇ノ浦の戦いで深手を負い、命からがら岸に泳ぎ着いた平家の武将が水溜りを見つけ、飲んでみると真水だった。が、もう一口飲もうとしたら塩水になっており、その場で力尽きた」という伝説が残っているところです。
碑の近くの渚に湧き出る清水には祠が建てられ、今も元旦の若水として赤間神宮の神前に供えられます。"
毛利家墓所（長府毛利累代墓）,山口県下関市長府川端1丁目2-3,33.995663,130.983353,"長府功山寺の仏殿裏手に、初代長府藩主である毛利秀元を始め、9人の藩主達の墓があります。
毛利秀元は元就の孫で、秀吉の朝鮮出兵において武将として高く評価され、関が原の戦い後、毛利氏の削封に際して長府藩を創設、城下町としての基礎を築きました。
ここには、秀元ほか、5代 元矩、9代 匡満、10代 匡芳、11代 元義、12代 元運、14代 元敏、15代 元雄、16代 元匡と、その正室や側室などが葬られています。"
七盛塚,山口県下関市阿弥陀寺町4-1,33.959686,130.94841,"言い伝えでは源平壇之浦の合戦で平家が滅亡して以来、関門海峡で海難事故が頻発し、平家の怨霊が騒ぎ出したためと恐れられていました。
下関近辺に散在していた平家の墓標をこの地に集約して1600年ごろに建てられた、平家一門の供養碑で、赤間神宮境内にあります。"
国分寺,山口県下関市南部町4-1,33.95694,130.939758,"もともと長府の国分寺跡にあったものを、明治23年（1890）に廃寺となっていた大隆寺後の現在地へ移転したものです。
昭和20年の空襲で、本堂などの建物は焼失したが、寺宝である「絹本着色十二天曼荼羅図（けんぽん ちゃくしょく じゅうにてんまんだらず）」と「木造不動明王立像」（ともに重要文化財）は、奈良に疎開していて無事残されています。
境内には、地蔵堂、不動堂の他、油をかけて願をかける「油かけ大黒」や正一位稲荷神社などもあります。"
桜山神社,山口県下関市上新地町2丁目6-22,33.961296,130.921265,高杉晋作の発議により創建された殉国の志士の神霊を祀る招魂場です。吉田松陰、高杉晋作、久坂玄瑞などの高名な志士から名前のない者まで、身分に関係なく等しく、祀られています。この地は奇兵隊の調練場跡でもあります。
七卿潜居の間,山口県下関市長府川端一丁目2-3,33.995663,130.983353,幕末の政変で都落ちした三条実美卿等5人の公卿が潜居したところで、仏殿が国宝に指定されている功山寺の境内にあります。
白石正一郎旧邸跡,山口県下関市竹崎町3-8-13,33.952625,130.921524,"白石正一郎邸は、現在の下関市竹崎町中国電力下関営業所敷地内にあります。高杉晋作や坂本龍馬など藩内外の多数の志士たちを支援し勤王商人として知られる白石正一郎宅で、晋作を初代総督とする奇兵隊が結成されました。現在は「白石正一郎宅跡」「高杉晋作 奇兵隊結成の地」の碑が建っています。
また、屋敷の一部である「浜門」は、長府へ移築・保存されています。"
菊舎尼の句碑,山口県下関市長府金屋町2-5,34.003155,130.99054,"長府金屋町の商店街のはずれに徳応寺があり、この入口左側に、女流俳人田上菊舎の墓と句碑があります。
菊舎は加賀の千代女と並び称される女流俳人です。
句碑は、文政5年（1819）故郷長府に落ち着いた時に建てられたもので、旅中に受け取った父母からの手紙を碑の下に納めたので「文塚」と呼ばれています。前面に「雲となる花の父母なり春の雨」の句を刻み裏には唐人（費晴湖）の詩文を記しています。"
乃木将軍銅像,山口県下関市長府安養寺町3丁目3-9,34.007805,130.982666,"乃木希典は日清・日露戦争で活躍した軍人で、ロシア将軍ステッセルとの会見は有名。
大正元年9月13日、明治天皇崩御に際し妻とともに殉死し、社会に大きな衝撃を与えました。
長府藩３代藩主毛利綱元が(もうりつなもと)が建立し、毛利家の菩提寺の一つである覚苑寺の境内にあります。"
高杉晋作陶像,山口県下関市丸山町5丁目,33.954094,130.931412,"高杉晋作は、萩に生まれ、松下村塾に学び、幕末の最強軍団『奇兵隊』を創設しました。
長府功山寺の挙兵を機に長州藩を討幕運動の主役へと導きますが、維新実現を目前に、１８６７年に没しました。
桜の名所として知られ、関門海峡を見晴らす公園内に、昭和３１年に没後９０年を記念して陶像が建立されました。"
高浜虚子句碑,山口県下関市阿弥陀寺町4-1,33.959686,130.94841,"壇之浦の合戦で入水された安徳天皇を祭神とする赤間神宮の境内に、平家一門の墓　七盛塚があります。
昭和3年に高浜虚子が下関を訪れた際、「七盛の墓包み降る椎の露」という句を詠みました。
彼が松山で発刊した俳誌「ホトトギス」の下関同人らの手により、昭和30年に10月にこの句の句碑が七盛塚の前に建てられました。"
林芙美子文学碑,山口県下関市中之町1-1,33.957027,130.945023,"郷土出身の女流作家林芙美子を顕彰するため、地元出身の実業家河村幸次郎の篤志によって昭和４１年に建てられたものです。
林芙美子は、明治３７年（１９０４）１２月３１日に下関市田中町の五穀神社横にあったブリキ屋の２階で誕生したとされています。
出生地については尾道・門司・鹿児島など諸説がありますが、彼女の自伝的作品である『放浪記』には「私が生まれたのはその下関の町である」と書かれています。
碑の中央には林芙美子自筆の「花のいのちはみじかくて苦しきことのみ多かりき」の一文が刻まれています。"
